id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag,notes,disagreement
2291,"Namreč, ta Državni zbor pogosto zelo hitro in ponavljajoče se spreminja posamezne zakone; to utegne biti problem.",2023-06-15 00:34:16,,,Negative,,,,,2023-06-16 15:00:18,,,Negative,,,,Negative,,0.0
2292,"Da ne gre za ta predlog, ki še zdaleč ni iskren.",2023-06-15 00:34:25,,,Negative,,,,,2023-06-16 15:00:25,,,Negative,,,,Negative,,0.0
2293,"Prvi stavek pravi, da dedovanje premoženja osebe, ki je uživala pomoč v skladu s predpisi o socialnem varstvu, se omeji do višine vrednosti prejete pomoči.",2023-06-15 00:35:09,,"could also be P_neutral, but I find this kinda ridiculous",N_Neutral,,,,,2023-06-16 15:00:52,,,P_Neutral,As per initial comment this could ve P_Neutral.,,,P_Neutral,,1.0
2294,"Predsednik vlade je celo rekel z izjavo: Referendum bo stal več, kot bi stale odškodnine.",2023-06-15 00:35:18,,,Negative,,,,,2023-06-16 15:01:03,,,Negative,,,,Negative,,0.0
2295,"Ker je Maribor leta 2012 evropska prestolnica kulture, skupaj s partnerskimi mesti in v tem črpa ne le svojo razvojno perspektivo, pač pa tudi svojo samozavest.",2023-06-15 00:35:25,,,Negative,,,,,2023-06-16 15:01:19,,,Positive,Yes positive.,,,Positive,,1.0
2296,"To se pravi, še na ta način oslabi tisti del razpršenega gospodarskega zagona, ki so ga zelo uspešno peljale občine v sami Sloveniji.",2023-06-15 00:35:37,,,N_Neutral,,,,,2023-06-16 15:02:47,1.0,,N_Neutral,,,,N_Neutral,,0.0
2297,"Menimo namreč, da je vsaka sprememba za pomoč žrtvam kaznivih dejanj več kot dobrodošla.",2023-06-15 00:35:43,,,Positive,,,,,2023-06-16 15:03:53,,,Positive,,,,Positive,,0.0
2298,"Mi bomo glasoval s pritiskom na gumb in jih bomo ustanovili, tudi vi ali pa jaz.",2023-06-15 00:36:05,,I think this is clear support for something,Positive,,,,,2023-06-16 15:04:19,,,Negative,Discussion needed,,,Negative,,1.0
2299,"Dejstvo je, da je področje koncesij kaotično, da ga je potrebno urediti tako razpisovanje kot podeljevanje koncesij pa seveda nadzor.",2023-06-15 00:36:11,,,Negative,,,,,2023-06-16 15:06:44,,,N_Neutral,Just a statamemt,,,N_Neutral,,1.0
2300,"Vse je imperativ, in tudi z razvojem tretje razvojne osi se strinjamo, da je pomemben imperativ, ki ga ne gre zavirati ali ovirati.",2023-06-15 00:36:45,,,P_Neutral,,,,,2023-06-16 15:06:57,,,P_Neutral,,,,P_Neutral,,0.0
2301,"Glede prekinitve prestajanja kazni naj poudarim, da je izjemnega pomena varnostna ocena.",2023-06-15 00:36:51,,,P_Neutral,,,,,2023-06-16 15:07:13,,,P_Neutral,,,,P_Neutral,,0.0
2302,Zaostanek pri čakanju na izvid krši strokovne smernice in krši tudi etične standarde.,2023-06-15 00:36:57,,,Negative,,,,,2023-06-18 07:10:28,,,Negative,,,,Negative,,0.0
2303,Vsakoletno poročilo Varuha strnjeno zajame razsežnost njihove problematike v vseh starostnih skupinah.,2023-06-15 21:47:25,,Nothing inherently negative,P_Neutral,,,,,2023-06-18 07:10:35,,,N_Neutral,,,,P_Neutral,,1.0
2304,"Če bi hoteli nadomestiti izpad ene četrtine dohodnine, bi bilo treba število zaposlenih povečati za vsaj 200 tisoč.",2023-06-15 21:47:36,,,N_Neutral,,,,,2023-06-18 07:10:44,,,P_Neutral,,,,N_Neutral,,1.0
2305,"Če strnem, parlamentarna avtonomija, ki jo z današnjim predlogom urejamo na zakonski ravni, tako zajema regulativno, upravno in finančno avtonomijo ter avtonomijo pri zagotavljanju varnosti.",2023-06-15 21:47:48,,statement,P_Neutral,,,,,2023-06-18 07:11:10,,,P_Neutral,,,,P_Neutral,,0.0
2306,"Zaupanje in prepričanje seveda, da zadeva poteka na nek primeren, varen, zanesljiv način in da se ve, kaj se počne.",2023-06-15 21:48:03,,,P_Neutral,,,,,2023-06-18 07:11:18,,,P_Neutral,,,,P_Neutral,,0.0
2307,"In ker je vsa podpora v vrhovih oblasti, se vam zdi nekaj hudega, če bo ustanovljena preiskovalna komisija, saj se potem to širi kot rak rana.",2023-06-15 21:48:38,1.0,A bit weak for me and I don't really understand this. Could be negative.,N_Neutral,,,,,2023-06-18 07:11:33,,,Negative,,,To me this is still very negative as it does imply speaker position,Negative,,1.0
2308,"Ljubljana je mesto heroj, je odprto, napredno mesto.",2023-06-15 21:48:44,,,P_Neutral,,,,,2023-06-18 07:11:39,,,Positive,,,Hmmm.. I guess a statement,P_Neutral,,1.0
2309,"Seveda je tu velika odgovornost tudi na svetih zavodov, ki so seveda po svojem statusu avtonomna, a tudi to ne more biti izgovor za zatiskanje oči.",2023-06-15 21:49:07,,,N_Neutral,,,,,2023-06-18 07:12:45,1.0,Could also be a n_neutral,Negative,,,"A bit accusatory but I guess yes, a statement",N_Neutral,,1.0
2310,"Ti gospodje, ki sem jih naštel, so šli pa na nagradni dopust, pa so odnesli v žepih po stotisoče evrov.",2023-06-15 21:49:20,,Implied opinion,Negative,,,,,2023-06-18 07:13:04,,Sarcasm?,Negative,,,,Negative,,0.0
2311,"Veliko razpravljavcev, tudi iz koalicijskih poslanskih skupin, je govorilo o tem, da je ta stanovanjska problematika res pereča in jo je treba urediti.",2023-06-15 21:49:32,,,P_Neutral,,,,,2023-06-18 07:13:15,,,N_Neutral,,,I guess just a statement,P_Neutral,,1.0
2312,"Nad zakonom, ki velja, visi, resno visi grožnja ustavne presoje.",2023-06-15 21:49:51,,repetition implied opinion,Negative,,,,,2023-06-18 07:13:24,,,Negative,,,,Negative,,0.0
2313,"Kirurški rez se uporablja nesorazmerno in prekomerno, glede na posledice, ki jih zagreši institut tihe družbe.",2023-06-15 21:51:23,,,Negative,,,,,2023-06-18 07:13:32,,,Negative,,,,Negative,,0.0
2314,Slovenska demokratska stranka je predlog Zakona o javnih financah proučila.,2023-06-15 21:51:58,,'Proučila'' doesn't necessarily mean opinion so I'd go neutral here.,P_Neutral,,,,,2023-06-18 07:13:38,,,P_Neutral,,,,P_Neutral,,0.0
2315,"Predsednik Vlade je dobro vedel, kam ta saga pelje.",2023-06-15 21:52:16,,'Saga'' implied negative. Implied opinion.,Negative,,,,,2023-06-18 07:13:49,,,Negative,,,,Negative,,0.0
2316,"Sam sicer ne razumem, kako bi to lahko vplivalo na študij, ampak verjetno vi že veste.",2023-06-15 21:52:23,,,Negative,,,,,2023-06-18 07:14:01,,Sarcasm?,Negative,,,,Negative,,0.0
2317,"Jutri je za nas, ki prihajamo s tega področja, prelomni dogodek.",2023-06-15 21:52:42,,lacks context to put it as negative or fully something.,P_Neutral,,,,,2023-06-18 07:14:09,,,P_Neutral,,,,P_Neutral,,0.0
2318,"Še sam sem, moram reči, pod temi teksti, ki jih berem, nekaterih ekonomistov, vedno bolj prepričan, da bi bilo dobro, da Slovenci ostanemo lastniki.",2023-06-15 21:53:22,,I don't feel like this is fully positive. it's a bit weak and lacks determination.,P_Neutral,,,,,2023-06-18 07:14:30,,,P_Neutral,,,,P_Neutral,,0.0
2319,Na temu področju ste naredili kar nekaj spornih kadrovanj.,2023-06-15 21:53:26,,,Negative,,,,,2023-06-18 07:14:36,,,Negative,,,,Negative,,0.0
2320,"Med tem časom mi pa dovolite, gospa Širca, pa to ni polemika z vami, tudi replika ne, da povem naslednje.",2023-06-15 21:53:39,,,P_Neutral,,,,,2023-06-18 07:14:50,,,N_Neutral,,,,P_Neutral,,1.0
2321,"Poglejte, še enkrat poudarjamo, pravi, da gre za revolucionarni postopek.",2023-06-15 21:54:13,,no opinon just statement. But it goes in the negative sentiment I think.,N_Neutral,,,,,2023-06-18 07:15:42,1.0,"The ""poglejte"" makes me think negative connotation. But could also be p_neutral",N_Neutral,,,,N_Neutral,,0.0
2322,"Še posebej so ranljive tiste družine, kjer je starš, ki so mu v varstvo in vzgojo zaupani otroci, brez lastnih dohodkov za preživljanje.",2023-06-15 21:54:22,,,N_Neutral,,,,,2023-06-18 07:15:50,,,N_Neutral,,,,N_Neutral,,0.0
2323,"To se za enkrat ne staršem ne učiteljem ni zdelo primerno, če bi kdaj do večinske podpore take ureditve prišlo, smo seveda tudi mi za to odprti.",2023-06-15 21:54:49,,"q. negative, 2. positive.",M_Positive,,,,,2023-06-18 07:16:46,1.0,"Lack of context, but pretry sure there are 2 sentim.",M_Positive,,,,M_Positive,,0.0
2324,"Slogani včasih pač zelo slikovito odražajo tisto, za kar se poslanke in poslanci tudi zavzemamo.",2023-06-15 21:54:57,,,P_Neutral,,,,,2023-06-18 07:16:55,,,P_Neutral,,,,P_Neutral,,0.0
2325,"Na koncu, kar hočeš ven dobiti, boš to prilagodil in prihodke, graf »našibal« na vrh, vendar dejstva so malo drugačna.",2023-06-15 21:55:15,,,N_Neutral,,,,,2023-06-18 07:17:09,,,Negative,,,This is (to me) not really neutral,Negative,,1.0
2326,"Najprej je rekel, da sem označil kot nemoralno, nespoštovanje evropskih norm.",2023-06-15 21:55:26,,,Negative,,,,,2023-06-18 07:17:54,1.0,"Lack of context, could be negative.",N_Neutral,,,,Negative,,1.0
2327,"Po njegovi volilni zmagi in njegove LDS je dr. Drnovšek oblikoval novo slovensko vlado, nesporno je, da je dr. Drnovšek svojo obljubo držal.",2023-06-15 21:56:02,,,P_Neutral,,,,,2023-06-18 07:19:05,,,P_Neutral,,,,P_Neutral,,0.0
2328,Tudi sama to podpiram; tako krepitev javnega zdravstva kot javnega šolstva.,2023-06-15 21:56:06,,,Positive,,,,,2023-06-18 07:19:12,,,Positive,,,,Positive,,0.0
2329,"Ustavna dobrota javnega financiranja gre uporabniku, prejemniku izobraževanja, torej učencem in njihovim staršem, ne pa izvajalcem, ki so zasebnopravni ali javnopravni subjekti.",2023-06-15 21:56:29,,,P_Neutral,,,,,2023-06-18 07:20:00,,,N_Neutral,,,"The second part seems a bit negative in connotation to me, but I guess a statement",P_Neutral,,1.0
2330,"Premalokrat se zavedamo, kako pogumno in plemenito dejanje je prostovoljno gasilstvo.",2023-06-15 21:56:35,,,P_Neutral,,,,,2023-06-18 07:21:19,1.0,,P_Neutral,,,,P_Neutral,,0.0
2331,"Lahko samo rečem, da je to težek poklic, ki ga ni ravno lahko opravljati, tako kot zdravniški poklic, če moraš zdraviti bolnika, je tudi zelo težko.",2023-06-15 21:56:48,,,P_Neutral,,,,,2023-06-18 07:21:58,,,N_Neutral,,,,P_Neutral,,1.0
2332,"Zakon o Slovenskem državnem holdingu določa prehodni režim za razpolaganje, odtujitev do uveljavitve klasifikacije.",2023-06-15 21:57:24,,statement,P_Neutral,,,,,2023-06-18 07:22:26,,,P_Neutral,,,,P_Neutral,,0.0
2333,"Kako krhki sta, se zavemo takrat, ko ju izgubimo.",2023-06-15 22:04:51,,,N_Neutral,,,,,2023-06-18 07:23:01,0.0,,N_Neutral,,,,N_Neutral,,0.0
2334,"Na seji je sodelovala tudi namestnica varuha človekovih pravic gospa Kornelija Mrzel, ki je podala pripombe varuha človekovih pravic.",2023-06-15 22:05:02,,,P_Neutral,,,,,2023-06-18 07:23:13,,,P_Neutral,,,,P_Neutral,,0.0
2335,"Lahko pa se v umestnem času zgodi kakšen hujši izbruh nasilnih navijačev ali celo več njih, mi pa primernega zakona še ne bomo imeli.",2023-06-15 22:05:36,,,N_Neutral,,,,,2023-06-18 07:23:30,,,Negative,,,To me this is not neutral,Negative,,1.0
2336,"Sklep vašega izvajanja je, da so krivi tisti, ki so prinesli podpise v Državni zbor za pobudo, začetek zbiranja podpisov za referendum.",2023-06-15 22:05:44,,,N_Neutral,,,,,2023-06-18 07:23:50,,,Negative,,,I guess N_N,N_Neutral,,1.0
2337,To je izmišljija in tako je tudi z delom in z njim povezano prevaro.,2023-06-15 22:09:11,,,Negative,,,,,2023-06-18 07:24:00,,,Negative,,,,Negative,,0.0
2338,"Gospodarska politika v naši državi je slaba, saj gospodarstvu pojema sapa in vztrajno ugaša in se s tem vse bolj odmikamo od razvitih držav v EU.",2023-06-15 22:10:17,,,N_Neutral,,,,,2023-06-18 07:26:04,1.0,,N_Neutral,,,,N_Neutral,,0.0
2339,"Sredstva so kot pomembna podpora namenjena ustvarjanju delovnih mest, dvigu konkurenčnosti, trajnostnemu razvoju ter dvigu kakovosti življenja državljanov.",2023-06-15 22:10:51,,,P_Neutral,,,,,2023-06-18 07:26:15,,,P_Neutral,,,,P_Neutral,,0.0
2340,"Zakaj želva in zakaj tisto njeno zelo simpatično, vendar zelo počasno gibanje?",2023-06-15 22:11:35,,What is želva?,P_Neutral,,,,,2023-06-18 07:27:56,1.0,Lack of context....,P_Neutral,,,,P_Neutral,,0.0
2341,"Oni niso podpisali, pa se ne držijo, mi smo pa podpisali, pa se ne držimo.",2023-06-15 22:12:06,,resistive,Negative,,,,,2023-06-18 07:28:33,,,Negative,,,,Negative,,0.0
2342,"Kot sem takrat povedal, to bi bilo zadosti sredstev, da bi kupili nad 10 km dolgo strnjeno kolono kliov.",2023-06-15 22:16:28,,I just think this goes into negative.,N_Neutral,,,,,2023-06-18 07:28:50,,,P_Neutral,,,To me there is missing context and not sure if ti goes into negative,P_Neutral,,1.0
2343,"Nedolgo tega smo imeli dobre čase, čase debelih krav, kot mnogi pravite in poudarjate.",2023-06-15 22:17:17,,"I think that although the theme is positive, the sentiment is accusatory. But it's too weak to be fully...",N_Neutral,,,,,2023-06-18 07:29:49,,,P_Neutral,,,I agree,N_Neutral,,1.0
2344,"Te dni smo poslanci dobili tudi precej užaljeno, da ne rečem jezno pismo Foruma 21, katerega predsednik je Milan Kučan, častni doktor clevelandske univerze.",2023-06-15 22:20:57,,sarcasm,Negative,,,,,2023-06-18 07:30:16,,,N_Neutral,,,,Negative,,1.0
2345,"V Državnem zboru smo doslej obravnavali 20 šolskih zakonov, pri čemer je bila Vlada predlagateljica 15, drugih 5 smo pripravili opozicijski poslanci in poslanke oziroma civilna iniciativa.",2023-06-15 22:21:11,,statement,P_Neutral,,,,,2023-06-18 07:30:30,,,P_Neutral,,,,P_Neutral,,0.0
2346,"Dejstvo je, da je Slovenska vojska na najnižjem nivoju doslej, še nikoli ni bila na tako nizkem nivoju.",2023-06-15 22:21:30,,'Dehstvo'' implies opinion,Negative,,,,,2023-06-18 07:31:24,1.0,,N_Neutral,,,Dejstvo implies factual statement...,N_Neutral,,1.0
2347,"Cilj rokovanja z vojnimi grobišči tako ni pieteta do pokojnih, kar je nekaj, okoli česa bi se lahko poenotili prav vsi.",2023-06-15 22:21:59,1.0,Just seems very neutral,P_Neutral,,,,,2023-06-18 07:32:31,,,Negative,,,"I guess it is a statement, ",P_Neutral,,1.0
2348,Na tak način odločbo Ustavnega sodišča lahko bere samo z lastnimi političnimi interesi motiviran predlagatelj zakona.,2023-06-15 22:22:16,,implied opinion,Negative,,,,,2023-06-18 07:32:44,,,Negative,,,,Negative,,0.0
2349,"Še vedno smo bistveno pod povprečjem članic Evropske unije v drobnoprodajni ceni goriva, in tudi sosednjih držav.",2023-06-15 22:22:21,,,N_Neutral,,,,,2023-06-18 07:32:55,,,N_Neutral,,,,N_Neutral,,0.0
2350,"Ker sem v sistemu izobraževanja dolgo časa sama delovala vem, da se je vseh sprememb v izobraževanju treba lotevati izredno preudarno.",2023-06-15 22:22:45,,just a statement. Too weak to label as strictly positive.,P_Neutral,,,,,2023-06-18 07:33:09,,,P_Neutral,,,,P_Neutral,,0.0
2351,"Seveda, ko so izčrpana vsa druga sredstva in da bi se izpolnjeval ustavni kriterij sorazmernosti.",2023-06-15 22:26:44,,,N_Neutral,,,,,2023-06-18 07:33:58,,,P_Neutral,,,,N_Neutral,,1.0
2352,Naloga Slovenije na področju razvoja in raziskav je v prvi vrsti izpopolnjevanje na tem področju.,2023-06-15 22:27:28,,,P_Neutral,,,,,2023-06-18 07:34:14,,,P_Neutral,,,,P_Neutral,,0.0
2353,Na drugi strani pa tudi neznatna razbremenitev najmanj premožnih ne more povzročiti znatnega dviga potrošnje.,2023-06-15 22:27:40,,,N_Neutral,,,,,2023-06-18 07:34:22,,,N_Neutral,,,,N_Neutral,,0.0
2354,"Mislim, da takšna trditev ni najbolj korektna, ker ne samo da jim olajšujemo način, ampak še vedno obstaja možnost taksne oprostitve.",2023-06-15 22:27:48,,,Negative,,,,,2023-06-18 07:35:08,1.0,,Negative,,,,Negative,,0.0
2355,"Vsebina, kakršno ste vi postavili v preiskovalno komisijo, z vso formalno pravico, pa tega ne omogoča.",2023-06-15 22:27:58,,,Negative,,,,,2023-06-18 07:35:28,,,N_Neutral,,,accusatory,Negative,,1.0
2356,"Najprej čestitam kolegu Šarcu za hrabrost, vztrajnost in potrpljenje.",2023-06-15 22:28:10,,,Positive,,,,,2023-06-18 07:42:04,,,Positive,,,,Positive,,0.0
2357,"Neodgovorno je, da politika uvaja predloge zakonov in dodatne administrativne obremenitve, ne da bi predhodno natančno vedela, kaj to pomeni.",2023-06-15 22:28:19,,,Negative,,,,,2023-06-18 07:42:15,,,Negative,,,,Negative,,0.0
2358,"Ravno te dni je ECRI predstavil poročilo o rasizmu in nestrpnosti za lansko leto, se pravi za leto 2019, citiram: »Evropa se sooča s šokantno resničnostjo.",2023-06-15 22:28:29,,statement,N_Neutral,,,,,2023-06-18 07:43:00,,,Negative,,,Statement and citation,N_Neutral,,1.0
2359,Naj na tem mestu izpostavim še svež in vroč primer imenovanja za nadzornike SDH.,2023-06-15 22:28:40,,implied opinion,Negative,,,,,2023-06-18 07:43:22,,,Negative,,,,Negative,,0.0
2360,Sedaj se učimo iz teh napak in ne smemo teh neumnosti ponoviti.,2023-06-15 22:29:20,,positive for the future,P_Neutral,,,,,2023-06-18 07:44:16,,,N_Neutral,,,,P_Neutral,,1.0
2361,"Povejte mi eno res odmevno, ki jo je uspešno dokončal NPU.",2023-06-15 22:29:39,,question that does not have good intention,N_Neutral,,,,,2023-06-18 07:45:51,1.0,,Negative,,,I agree,N_Neutral,,1.0
2362,"To so bile selitve po domu in tudi to je bil problem, da se je okužba nenadzorovano širila.",2023-06-15 22:29:48,,,N_Neutral,,,,,2023-06-18 07:46:02,,,N_Neutral,,,,N_Neutral,,0.0
2363,"Alenka Bratušek je topla oseba, ki se veliko in glasno smeji in ki povezuje ljudi.",2023-06-15 22:30:13,,I guess with bias it could be N_neutral or even negative with sarcasm.,P_Neutral,,,,,2023-06-18 07:46:39,1.0,,Positive,,,"Yeah, it does sound as a statement, in addition to lack of context to have us interpret the stuff more accurately",P_Neutral,,1.0
2364,"To je bil tudi predlog Olimpijskega komiteja in lokalnih skupnosti, ki je upoštevan.",2023-06-15 22:30:17,,,P_Neutral,,,,,2023-06-18 07:47:03,,,P_Neutral,,,,P_Neutral,,0.0
2365,"Rešitev, na podlagi katere bi skupina invalidov prejemala prejemke, ki bodo sorazmerni z obsegom števila ur socialne aktivacije oziroma vključenosti, predstavlja pomemben korak v pravo smer.",2023-06-15 22:30:48,,,P_Neutral,,,,,2023-06-18 07:47:14,,,P_Neutral,,,,P_Neutral,,0.0
2366,"Ne morem mimo tega, da se ne bi vprašala, ali gre mogoče za lajšanje vesti ob zavoženi epidemiji.",2023-06-15 22:30:58,,Implied opinon,Negative,,,,,2023-06-18 07:47:20,,,Negative,,,,Negative,,0.0
2367,Očitno pa lahko brez problema na seji programskega sveta izobesiš transparent Smrt janšizmu.,2023-06-15 22:31:04,,,Negative,,,,,2023-06-18 07:47:27,,,Negative,,,,Negative,,0.0
2368,"Sodniki so bili zelo nezadovoljni s položajem, ki so ga imeli v vrednostnem sistemu.",2023-06-15 22:31:16,,"someone elses opinion, statement.",N_Neutral,,,,,2023-06-18 07:47:46,,,N_Neutral,,,,N_Neutral,,0.0
2369,"Zato bom storil vse, kar je v moji moči, da bi Mestna občina Maribor in občine ustanoviteljice še nadalje ostale lastnice Farmadenta, in v teh prizadevanjih nisem osamljen.",2023-06-15 22:31:38,,Does not give strictly positive vibes,P_Neutral,,,,,2023-06-18 07:50:47,1.0,,P_Neutral,,,,P_Neutral,,0.0
2370,"Vsi verjetno poznate, kako so bile funkcije uvrščene in kako so uvrščene sedaj v plačne razrede.",2023-06-15 22:31:54,,,P_Neutral,,,,,2023-06-18 07:51:51,,,N_Neutral,,,Hmmm..I guess really onthing negative,P_Neutral,,1.0
2371,"[...]]in nenazadnje Urad za prepričevanje korupcije, da bi nam dali svoje mnenje o tem predlogu.",2023-06-15 22:32:12,,lacks half a sentence and context,P_Neutral,,,,,2023-06-18 07:52:25,,,N_Neutral,,,I agree with Tamara,P_Neutral,,1.0
2372,Obrt ima v Sloveniji dolgo in bogato tradicijo in je del našega izročila.,2023-06-15 22:32:15,,,P_Neutral,,,,,2023-06-18 07:52:46,1.0,,P_Neutral,,,,P_Neutral,,0.0
2373,"V stališčih posameznih predstavnikov poslanskih skupin je bilo izraženih kar nekaj netočnosti, pomanjkljivih informacij in pomanjkljivih navedb.",2023-06-15 22:33:38,,implied opinon,Negative,,,,,2023-06-18 07:52:56,,,N_Neutral,,,"Implied opinion, but statement...",Negative,,1.0
2374,"[...]]ne samo Ljubljana, so izgubile denar.",2023-06-15 22:33:54,1.0,lacks half a sentence and context,N_Neutral,,,,,2023-06-18 07:53:22,,Lack of context,N_Neutral,,,,N_Neutral,,0.0
2375,"Zato jaz mislim, da je pravilno, da Državni zbor pozdravi odločitev tudi o postopku s strani mednarodnega kazenskega sodišča, in da zadevo ustrezno tudi preišče.",2023-06-15 22:33:59,,,Positive,,,,,2023-06-18 07:55:52,1.0,,P_Neutral,,,"Yes, Implied opinin",Positive,,1.0
2376,"Imam občutek, da se vlada Alenke Bratušek obnaša kot mesar slovenskega gospodarstva, saj do zdaj ni sprejela ali pa vpeljala niti enega pozitivnega ukrepa za naše gospodarstvo.",2023-06-15 22:34:03,,,Negative,,,,,2023-06-18 07:56:01,,,Negative,,,,Negative,,0.0
2377,"V skupni vrednosti so te pogodbe 149 milijonov, seveda, kar spet ne presega določenega limita po zakonu o javnih naročilih.",2023-06-15 22:34:46,,"'seveda, kar spet ne presega'' implies negative sentiment but its just soo weak. ..",N_Neutral,,,,,2023-06-18 07:56:29,,,N_Neutral,,,,N_Neutral,,0.0
